Minnie	F	1746	1880
Sarah	F	1288	1880
George	M	5126	1880
Robert	M	2415	1880
Margaret	F	1658	1881
Alice	F	1308	1881
Charles	M	4636	1881
Edward	M	2177	1881
Minnie	F	2004	1882
Annie	F	1492	1882
Charles	M	5091	1882
Robert	M	2500	1882
Minnie	F	2035	1883
Clara	F	1548	1883
George	M	4736	1883
Thomas	M	2316	1883
Minnie	F	2243	1884
Annie	F	1739	1884
Charles	M	4802	1884
Robert	M	2468	1884
Margaret	F	2204	1885
Annie	F	1703	1885
Charles	M	4599	1885
Thomas	M	2266	1885
Minnie	F	2372	1886
Florence	F	1860	1886
Charles	M	4533	1886
Thomas	M	2337	1886
Margaret	F	2419	1887
Ida	F	1929	1887
Charles	M	4031	1887
Edward	M	2125	1887
Margaret	F	2904	1888
Bessie	F	2278	1888
Charles	M	4591	1888
Henry	M	2596	1888
Emma	F	2884	1889
Clara	F	2319	1889
Charles	M	4199	1889
Edward	M	2299	1889
Emma	F	2980	1890
Bertha	F	2388	1890
Charles	M	4061	1890
Harry	M	2345	1890
Emma	F	2884	1891
Bertha	F	2372	1891
Charles	M	3640	1891
Henry	M	2049	1891
Ruth	F	3290	1892
Clara	F	2661	1892
Charles	M	4319	1892
Henry	M	2452	1892
Elizabeth	F	3360	1893
Bertha	F	2623	1893
Charles	M	3723	1893
Harry	M	2245	1893
Elizabeth	F	3425	1894
Marie	F	2649	1894
Charles	M	3788	1894
Harry	M	2189	1894
Elizabeth	F	3603	1895
Emma	F	2952	1895
Charles	M	3633	1895
Edward	M	2203	1895
Ruth	F	3905	1896
Emma	F	2872	1896
Charles	M	3639	1896
Henry	M	2183	1896
Ruth	F	3878	1897
Emma	F	2698	1897
Charles	M	3341	1897
Henry	M	1994	1897
Ruth	F	4249	1898
Lillian	F	3061	1898
Charles	M	3557	1898
Thomas	M	2161	1898
Ruth	F	3912	1899
Lillian	F	2703	1899
Charles	M	3147	1899
Henry	M	1831	1899
Ruth	F	4765	1900
Lillian	F	3414	1900
Charles	M	4098	1900
Henry	M	2606	1900
Ruth	F	3974	1901
Lillian	F	2681	1901
Charles	M	3049	1901
Henry	M	1870	1901
Ruth	F	4384	1902
Alice	F	3135	1902
Charles	M	3361	1902
Henry	M	2154	1902
Ruth	F	4518	1903
Mildred	F	3088	1903
Charles	M	3213	1903
Thomas	M	1962	1903
Ruth	F	4900	1904
Dorothy	F	3477	1904
Robert	M	3414	1904
Henry	M	2086	1904
Ruth	F	5068	1905
Alice	F	3610	1905
Charles	M	3608	1905
Thomas	M	2135	1905
Ruth	F	5140	1906
Florence	F	3691	1906
Robert	M	3635	1906
Thomas	M	2176	1906
Ruth	F	5573	1907
Marie	F	3880	1907
Robert	M	4020	1907
Henry	M	2203	1907
Anna	F	5860	1908
Marie	F	4076	1908
Robert	M	4219	1908
Thomas	M	2301	1908
Dorothy	F	6253	1909
Alice	F	4170	1909
Robert	M	4563	1909
Thomas	M	2468	1909
Ruth	F	7212	1910
Alice	F	4671	1910
George	M	5441	1910
Henry	M	2899	1910
Ruth	F	8003	1911
Frances	F	4967	1911
Robert	M	6526	1911
Thomas	M	3292	1911
Ruth	F	11280	1912
Marie	F	6642	1912
Joseph	M	12062	1912
Thomas	M	6087	1912
Ruth	F	12609	1913
Marie	F	7353	1913
Joseph	M	14471	1913
Thomas	M	7096	1913
Ruth	F	15839	1914
Marie	F	8829	1914
Joseph	M	18829	1914
Walter	M	8962	1914
Ruth	F	21878	1915
Evelyn	F	11595	1915
Joseph	M	23052	1915
Thomas	M	11490	1915
Ruth	F	23190	1916
Virginia	F	12487	1916
Joseph	M	23883	1916
Thomas	M	11998	1916
Ruth	F	23568	1917
Virginia	F	14261	1917
Joseph	M	24762	1917
Thomas	M	12611	1917
Ruth	F	25534	1918
Anna	F	15666	1918
Charles	M	26922	1918
Thomas	M	13910	1918
Ruth	F	24565	1919
Anna	F	14498	1919
Charles	M	25192	1919
Thomas	M	13434	1919
Ruth	F	26102	1920
Anna	F	14581	1920
Charles	M	28308	1920
Richard	M	15010	1920
Ruth	F	25784	1921
Elizabeth	F	15800	1921
Charles	M	29244	1921
Richard	M	16376	1921
Ruth	F	23630	1922
Frances	F	15053	1922
Charles	M	28842	1922
Frank	M	16014	1922
Betty	F	25991	1923
Frances	F	14879	1923
Charles	M	28962	1923
Donald	M	16435	1923
Margaret	F	26549	1924
Frances	F	15183	1924
Charles	M	30461	1924
Donald	M	17929	1924
Margaret	F	24463	1925
Elizabeth	F	13935	1925
Charles	M	29582	1925
Donald	M	19191	1925
Margaret	F	23070	1926
Frances	F	13355	1926
Charles	M	29521	1926
Edward	M	19378	1926
Margaret	F	21964	1927
Barbara	F	13161	1927
Charles	M	31936	1927
Edward	M	19113	1927
Margaret	F	20295	1928
Shirley	F	14212	1928
Charles	M	31247	1928
Edward	M	18489	1928
Margaret	F	19206	1929
Patricia	F	13625	1929
Charles	M	29931	1929
Edward	M	17226	1929
Margaret	F	18354	1930
Ruth	F	14940	1930
Richard	M	32183	1930
Edward	M	17349	1930
Joan	F	19117	1931
Doris	F	13629	1931
Richard	M	31816	1931
Thomas	M	16846	1931
Joan	F	21045	1932
Doris	F	12909	1932
Richard	M	31798	1932
Thomas	M	16834	1932
Joan	F	19290	1933
Doris	F	12024	1933
Richard	M	31337	1933
Thomas	M	16500	1933
Dorothy	F	21283	1934
Nancy	F	13518	1934
Richard	M	33157	1934
Joseph	M	17101	1934
Patricia	F	22877	1935
Helen	F	12781	1935
Richard	M	33945	1935
Joseph	M	17183	1935
Patricia	F	23914	1936
Carol	F	14521	1936
Richard	M	33487	1936
David	M	17479	1936
Betty	F	25332	1937
Margaret	F	15143	1937
Richard	M	32973	1937
George	M	18430	1937
Shirley	F	23767	1938
Joan	F	14302	1938
Richard	M	34380	1938
Ronald	M	20296	1938
Shirley	F	20445	1939
Margaret	F	14952	1939
Richard	M	35373	1939
Ronald	M	19835	1939
Betty	F	22074	1940
Sandra	F	16150	1940
Richard	M	37415	1940
Ronald	M	20730	1940
Linda	F	23721	1941
Shirley	F	16953	1941
Richard	M	39106	1941
Donald	M	22633	1941
Carol	F	30273	1942
Carolyn	F	19979	1942
Richard	M	43585	1942
Donald	M	23951	1942
Carol	F	31682	1943
Betty	F	21596	1943
Richard	M	46328	1943
Michael	M	24743	1943
Carol	F	30456	1944
Betty	F	19756	1944
Richard	M	45642	1944
Ronald	M	25511	1944
Carol	F	30387	1945
Susan	F	19222	1945
Richard	M	46043	1945
Ronald	M	23663	1945
Carol	F	34284	1946
Judith	F	22308	1946
Richard	M	58868	1946
Ronald	M	31855	1946
Sandra	F	34775	1947
Donna	F	23519	1947
Richard	M	58521	1947
Larry	M	34938	1947
Susan	F	35985	1948
Kathleen	F	23256	1948
David	M	56623	1948
Ronald	M	33518	1948
Susan	F	37706	1949
Sharon	F	25711	1949
Michael	M	60046	1949
Larry	M	31809	1949
Susan	F	38017	1950
Kathleen	F	25704	1950
David	M	60727	1950
Gary	M	33749	1950
Barbara	F	40620	1951
Kathleen	F	26715	1951
David	M	64792	1951
Gary	M	38163	1951
Susan	F	41350	1952
Sandra	F	26101	1952
David	M	71750	1952
Gary	M	38756	1952
Susan	F	44297	1953
Pamela	F	25759	1953
David	M	76152	1953
Gary	M	36972	1953
Susan	F	47151	1954
Cynthia	F	27616	1954
David	M	79529	1954
Charles	M	37451	1954
Susan	F	47402	1955
Donna	F	27943	1955
John	M	80054	1955
Steven	M	37821	1955
Susan	F	46571	1956
Donna	F	29856	1956
John	M	80790	1956
Steven	M	38397	1956
Karen	F	40586	1957
Donna	F	28039	1957
John	M	78984	1957
Steven	M	36819	1957
Patricia	F	37940	1958
Donna	F	26949	1958
John	M	75991	1958
Steven	M	32946	1958
Donna	F	36465	1959
Lisa	F	25691	1959
Robert	M	74502	1959
Steven	M	33572	1959
Donna	F	34132	1960
Deborah	F	25265	1960
Robert	M	72360	1960
Steven	M	33889	1960
Karen	F	34697	1961
Deborah	F	24093	1961
Robert	M	72901	1961
Steven	M	32240	1961
Linda	F	31468	1962
Sandra	F	22414	1962
Robert	M	70196	1962
Jeffrey	M	33521	1962
Linda	F	27719	1963
Cynthia	F	21593	1963
Robert	M	70012	1963
Jeffrey	M	31719	1963
Patricia	F	26088	1964
Tammy	F	20041	1964
Robert	M	70003	1964
Jeffrey	M	30732	1964
Susan	F	26328	1965
Angela	F	18749	1965
Robert	M	63123	1965
Jeffrey	M	29587	1965
Karen	F	25446	1966
Jennifer	F	18210	1966
Robert	M	59330	1966
Thomas	M	29014	1966
Susan	F	22263	1967
Jennifer	F	18231	1967
Robert	M	56381	1967
Brian	M	28655	1967
Melissa	F	21727	1968
Susan	F	19503	1968
Robert	M	58211	1968
Brian	M	29939	1968
Melissa	F	23020	1969
Laura	F	17920	1969
Robert	M	58325	1969
Richard	M	31106	1969
Amy	F	25209	1970
Tracy	F	18468	1970
Robert	M	57203	1970
Richard	M	30456	1970
Amy	F	26237	1971
Julie	F	15326	1971
Robert	M	50654	1971
Scott	M	30921	1971
Amy	F	25873	1972
Nicole	F	15752	1972
John	M	43181	1972
Matthew	M	22943	1972
Lisa	F	22669	1973
Rebecca	F	14870	1973
David	M	41102	1973
Matthew	M	24546	1973
Angela	F	22802	1974
Rebecca	F	15167	1974
James	M	41354	1974
William	M	26990	1974
Angela	F	23360	1975
Nicole	F	14276	1975
David	M	39177	1975
William	M	25572	1975
Angela	F	22042	1976
Amanda	F	15590	1976
James	M	38309	1976
Daniel	M	24720	1976
Heather	F	23777	1977
Kelly	F	18235	1977
James	M	40054	1977
Joseph	M	26493	1977
Heather	F	22271	1978
Nicole	F	17276	1978
James	M	39915	1978
Joseph	M	26671	1978
Amy	F	21615	1979
Michelle	F	19269	1979
James	M	39371	1979
Brian	M	28670	1979
Sarah	F	25755	1980
Michelle	F	19123	1980
James	M	39325	1980
Joseph	M	30203	1980
Melissa	F	28000	1981
Heather	F	17947	1981
David	M	40668	1981
Daniel	M	30994	1981
Melissa	F	25867	1982
Amy	F	18803	1982
David	M	40459	1982
Daniel	M	32653	1982
Sarah	F	27229	1983
Elizabeth	F	19842	1983
Joshua	M	36707	1983
Robert	M	32746	1983
Sarah	F	25884	1984
Elizabeth	F	20364	1984
David	M	38486	1984
Joseph	M	30515	1984
Sarah	F	24882	1985
Megan	F	20013	1985
Daniel	M	38542	1985
Joseph	M	30212	1985
Sarah	F	28155	1986
Elizabeth	F	19072	1986
David	M	37147	1986
John	M	30207	1986
Sarah	F	27890	1987
Elizabeth	F	18607	1987
David	M	36786	1987
Robert	M	30229	1987
Jennifer	F	27889	1988
Elizabeth	F	20038	1988
Andrew	M	35741	1988
Robert	M	30317	1988
Sarah	F	27793	1989
Elizabeth	F	20295	1989
David	M	35218	1989
Robert	M	30065	1989
Samantha	F	25867	1990
Lauren	F	20506	1990
Daniel	M	33818	1990
Joseph	M	30128	1990
Samantha	F	25645	1991
Emily	F	20308	1991
Andrew	M	31532	1991
John	M	27800	1991
Sarah	F	24635	1992
Megan	F	17842	1992
Andrew	M	30535	1992
David	M	28411	1992
Emily	F	23595	1993
Stephanie	F	17183	1993
Tyler	M	29796	1993
Andrew	M	27319	1993
Sarah	F	22291	1994
Megan	F	16580	1994
Tyler	M	30477	1994
Andrew	M	26009	1994
Sarah	F	21383	1995
Elizabeth	F	16185	1995
Joshua	M	30718	1995
Austin	M	25905	1995
Samantha	F	20548	1996
Elizabeth	F	15998	1996
Joshua	M	29170	1996
Andrew	M	25235	1996
Hannah	F	20593	1997
Madison	F	15188	1997
Joshua	M	28284	1997
Tyler	M	24876	1997
Ashley	F	19873	1998
Elizabeth	F	15187	1998
Christopher	M	27002	1998
Austin	M	23477	1998
Samantha	F	19038	1999
Elizabeth	F	15345	1999
Nicholas	M	25638	1999
Tyler	M	22665	1999
Sarah	F	17702	2000
Taylor	F	15078	2000
Christopher	M	24932	2000
Tyler	M	21504	2000
Alexis	F	16402	2001
Olivia	F	13977	2001
Christopher	M	23126	2001
William	M	20101	2001
Alexis	F	15636	2002
Olivia	F	14629	2002
Ethan	M	22109	2002
Daniel	M	21316	2002
Olivia	F	16148	2003
Samantha	F	13867	2003
Andrew	M	22153	2003
Anthony	M	20145	2003
Hannah	F	15605	2004
Elizabeth	F	13561	2004
Ethan	M	22206	2004
Christopher	M	19630	2004
Olivia	F	15693	2005
Ashley	F	13274	2005
Ethan	M	21312	2005
Christopher	M	19168	2005
Ava	F	16939	2006
Samantha	F	12462	2006
Matthew	M	20331	2006
William	M	18957	2006
Madison	F	17961	2007
Elizabeth	F	13056	2007
Daniel	M	20251	2007
Andrew	M	18449	2007
Ava	F	17039	2008
Chloe	F	11824	2008
Daniel	M	19005	2008
Matthew	M	17580	2008
Ava	F	15873	2009
Mia	F	11426	2009
William	M	17918	2009
Christopher	M	16355	2009
Ava	F	15433	2010
Mia	F	10639	2010
William	M	17051	2010
Anthony	M	15493	2010
Ava	F	15503	2011
Chloe	F	10991	2011
Noah	M	16862	2011
Daniel	M	15291	2011
Ava	F	15533	2012
Elizabeth	F	9708	2012
William	M	16885	2012
Aiden	M	14903	2012
Ava	F	15252	2013
Elizabeth	F	9454	2013
William	M	16641	2013
Daniel	M	14298	2013
Ava	F	15696	2014
Charlotte	F	10115	2014
William	M	16820	2014
Daniel	M	13937	2014
Isabella	F	15617	2015
Harper	F	10295	2015
William	M	15909	2015
Benjamin	M	13700	2015
Isabella	F	14795	2016
Harper	F	10787	2016
James	M	14862	2016
Ethan	M	13819	2016
Sophia	F	14883	2017
Abigail	F	10607	2017
Logan	M	14014	2017
Jacob	M	13178	2017
Sophia	F	13928	2018
Evelyn	F	10376	2018
Oliver	M	13389	2018
Logan	M	12352	2018
