Anna	F	2604	1880
Ida	F	1472	1880
William	M	9532	1880
Joseph	M	2632	1880
Anna	F	2698	1881
Ida	F	1439	1881
William	M	8524	1881
Joseph	M	2456	1881
Anna	F	3143	1882
Ida	F	1673	1882
William	M	9298	1882
Joseph	M	2670	1882
Anna	F	3306	1883
Bertha	F	1681	1883
William	M	8387	1883
Joseph	M	2515	1883
Anna	F	3860	1884
Ida	F	1882	1884
William	M	8897	1884
Joseph	M	2707	1884
Anna	F	3994	1885
Clara	F	1910	1885
William	M	8044	1885
Joseph	M	2540	1885
Anna	F	4283	1886
Ida	F	2049	1886
William	M	8252	1886
Joseph	M	2594	1886
Anna	F	4227	1887
Bertha	F	2037	1887
William	M	7470	1887
Joseph	M	2456	1887
Anna	F	4982	1888
Bertha	F	2450	1888
William	M	8705	1888
Joseph	M	2993	1888
Anna	F	5062	1889
Florence	F	2465	1889
William	M	7772	1889
Joseph	M	2729	1889
Anna	F	5233	1890
Ethel	F	2718	1890
William	M	7494	1890
Joseph	M	2670	1890
Anna	F	5099	1891
Ethel	F	2689	1891
William	M	6763	1891
Joseph	M	2572	1891
Anna	F	5542	1892
Emma	F	3128	1892
William	M	7782	1892
Joseph	M	3064	1892
Anna	F	5695	1893
Florence	F	3231	1893
William	M	7223	1893
Frank	M	2917	1893
Anna	F	5565	1894
Ethel	F	3287	1894
William	M	7274	1894
Frank	M	2863	1894
Anna	F	5950	1895
Florence	F	3471	1895
William	M	7277	1895
Joseph	M	2992	1895
Anna	F	5860	1896
Elizabeth	F	3471	1896
William	M	7747	1896
Frank	M	2845	1896
Anna	F	5429	1897
Florence	F	3369	1897
William	M	7198	1897
Frank	M	2726	1897
Anna	F	5773	1898
Elizabeth	F	3659	1898
William	M	7400	1898
Robert	M	2932	1898
Anna	F	5115	1899
Elizabeth	F	3287	1899
William	M	6086	1899
Robert	M	2609	1899
Helen	F	6343	1900
Florence	F	3920	1900
William	M	8579	1900
Joseph	M	3714	1900
Helen	F	5247	1901
Marie	F	3157	1901
William	M	5990	1901
Robert	M	2543	1901
Helen	F	5967	1902
Florence	F	3509	1902
William	M	6616	1902
Joseph	M	3098	1902
Helen	F	6129	1903
Marie	F	3469	1903
William	M	6311	1903
Robert	M	3044	1903
Helen	F	6488	1904
Marie	F	3595	1904
William	M	6416	1904
Joseph	M	3291	1904
Helen	F	6811	1905
Dorothy	F	3937	1905
William	M	6495	1905
Joseph	M	3302	1905
Helen	F	7176	1906
Elizabeth	F	4321	1906
William	M	6566	1906
Joseph	M	3527	1906
Helen	F	7579	1907
Elizabeth	F	4624	1907
William	M	6904	1907
Joseph	M	3844	1907
Helen	F	8439	1908
Elizabeth	F	4904	1908
William	M	7528	1908
Charles	M	3929	1908
Helen	F	9250	1909
Elizabeth	F	5176	1909
William	M	7914	1909
Charles	M	4029	1909
Helen	F	10479	1910
Elizabeth	F	5800	1910
James	M	9195	1910
Charles	M	4785	1910
Helen	F	11801	1911
Elizabeth	F	6298	1911
William	M	10593	1911
Charles	M	5725	1911
Helen	F	16133	1912
Anna	F	8586	1912
William	M	19626	1912
Charles	M	11070	1912
Helen	F	18888	1913
Anna	F	9687	1913
William	M	23538	1913
Charles	M	13190	1913
Helen	F	23221	1914
Mildred	F	11650	1914
William	M	29753	1914
Charles	M	16937	1914
Helen	F	30866	1915
Anna	F	15119	1915
William	M	38564	1915
Charles	M	21960	1915
Helen	F	32662	1916
Anna	F	15228	1916
William	M	40419	1916
George	M	23380	1916
Helen	F	34251	1917
Anna	F	15160	1917
William	M	42422	1917
Charles	M	24143	1917
Helen	F	36148	1918
Virginia	F	16421	1918
William	M	45290	1918
Joseph	M	26263	1918
Helen	F	33706	1919
Virginia	F	15636	1919
William	M	43971	1919
Joseph	M	24264	1919
Dorothy	F	36643	1920
Virginia	F	17314	1920
William	M	50149	1920
Joseph	M	25591	1920
Dorothy	F	39087	1921
Mildred	F	17881	1921
Robert	M	52784	1921
Joseph	M	26179	1921
Dorothy	F	37716	1922
Virginia	F	19146	1922
Robert	M	53793	1922
Joseph	M	25699	1922
Dorothy	F	39044	1923
Virginia	F	18326	1923
Robert	M	56117	1923
Joseph	M	25561	1923
Dorothy	F	39999	1924
Virginia	F	18622	1924
John	M	59055	1924
Joseph	M	25428	1924
Dorothy	F	38570	1925
Virginia	F	17489	1925
John	M	57199	1925
Joseph	M	24613	1925
Dorothy	F	36617	1926
Doris	F	16298	1926
John	M	56110	1926
Richard	M	25149	1926
Dorothy	F	35987	1927
Doris	F	16510	1927
John	M	55954	1927
George	M	25949	1927
Betty	F	36080	1928
Doris	F	16572	1928
John	M	53755	1928
Donald	M	25698	1928
Betty	F	36675	1929
Barbara	F	16037	1929
James	M	52127	1929
Donald	M	27186	1929
Betty	F	38234	1930
Patricia	F	15751	1930
James	M	53941	1930
Donald	M	29048	1930
Betty	F	36105	1931
Margaret	F	17333	1931
James	M	51219	1931
Donald	M	29102	1931
Betty	F	34417	1932
Margaret	F	16549	1932
James	M	51922	1932
Donald	M	29786	1932
Betty	F	31526	1933
Margaret	F	15239	1933
James	M	51102	1933
Donald	M	28437	1933
Betty	F	31085	1934
Joan	F	19464	1934
James	M	54249	1934
Charles	M	29792	1934
Shirley	F	42358	1935
Joan	F	18223	1935
James	M	55000	1935
Donald	M	29661	1935
Shirley	F	35161	1936
Joan	F	17069	1936
James	M	54686	1936
Donald	M	28635	1936
Barbara	F	34912	1937
Nancy	F	17069	1937
James	M	56551	1937
Donald	M	27868	1937
Barbara	F	39279	1938
Nancy	F	18948	1938
James	M	59099	1938
Donald	M	26665	1938
Barbara	F	37258	1939
Nancy	F	19726	1939
James	M	59627	1939
David	M	25362	1939
Barbara	F	36734	1940
Nancy	F	19732	1940
Robert	M	61196	1940
David	M	27687	1940
Barbara	F	39538	1941
Betty	F	20905	1941
Robert	M	64233	1941
David	M	30551	1941
Barbara	F	44734	1942
Judith	F	24792	1942
Robert	M	71838	1942
Charles	M	35843	1942
Barbara	F	43429	1943
Judith	F	25209	1943
Robert	M	74865	1943
Charles	M	36627	1943
Barbara	F	39197	1944
Nancy	F	23212	1944
Robert	M	70843	1944
Charles	M	34654	1944
Linda	F	41462	1945
Nancy	F	21456	1945
Robert	M	69937	1945
Charles	M	32462	1945
Linda	F	52710	1946
Nancy	F	28344	1946
Robert	M	84138	1946
Michael	M	41181	1946
Mary	F	71687	1947
Nancy	F	32444	1947
Robert	M	91640	1947
Michael	M	50501	1947
Mary	F	68597	1948
Nancy	F	29411	1948
Robert	M	85475	1948
Richard	M	50970	1948
Mary	F	66864	1949
Nancy	F	29246	1949
Robert	M	83872	1949
Richard	M	50939	1949
Mary	F	65481	1950
Deborah	F	29063	1950
Robert	M	83559	1950
Richard	M	51000	1950
Mary	F	65721	1951
Nancy	F	30347	1951
Robert	M	86351	1951
Richard	M	54549	1951
Mary	F	65634	1952
Nancy	F	31740	1952
Robert	M	86604	1952
Richard	M	58350	1952
Linda	F	61280	1953
Debra	F	36860	1953
James	M	86099	1953
Richard	M	58403	1953
Linda	F	55381	1954
Barbara	F	36370	1954
Robert	M	86298	1954
Richard	M	57014	1954
Deborah	F	52315	1955
Barbara	F	33605	1955
David	M	86253	1955
Richard	M	53545	1955
Debra	F	48302	1956
Karen	F	40047	1956
James	M	84863	1956
Richard	M	52906	1956
Susan	F	45948	1957
Cynthia	F	39326	1957
James	M	84275	1957
Mark	M	52794	1957
Susan	F	45173	1958
Deborah	F	32937	1958
David	M	82578	1958
Mark	M	52665	1958
Susan	F	41599	1959
Debra	F	31373	1959
David	M	83931	1959
William	M	51366	1959
Susan	F	39203	1960
Patricia	F	32104	1960
Michael	M	84180	1960
William	M	49350	1960
Lisa	F	42702	1961
Donna	F	28668	1961
David	M	84758	1961
William	M	47994	1961
Mary	F	43486	1962
Donna	F	25730	1962
David	M	81324	1962
William	M	44860	1962
Mary	F	41550	1963
Patricia	F	25371	1963
John	M	78625	1963
William	M	44474	1963
Mary	F	40990	1964
Donna	F	23810	1964
John	M	82533	1964
William	M	44240	1964
Mary	F	34270	1965
Donna	F	19698	1965
John	M	71541	1965
Mark	M	38264	1965
Kimberly	F	32234	1966
Patricia	F	20110	1966
David	M	66420	1966
Mark	M	34806	1966
Kimberly	F	33102	1967
Angela	F	19543	1967
David	M	66810	1967
Mark	M	34925	1967
Michelle	F	33221	1968
Angela	F	20669	1968
David	M	63718	1968
Mark	M	35420	1968
Michelle	F	34322	1969
Angela	F	21055	1969
David	M	63700	1969
Christopher	M	35698	1969
Lisa	F	38963	1970
Melissa	F	23737	1970
James	M	61759	1970
William	M	38910	1970
Michelle	F	33160	1971
Melissa	F	23869	1971
James	M	54621	1971
William	M	35432	1971
Michelle	F	29284	1972
Melissa	F	22503	1972
Christopher	M	52189	1972
Jason	M	37446	1972
Amy	F	26964	1973
Angela	F	20896	1973
Christopher	M	48321	1973
Robert	M	38701	1973
Amy	F	29565	1974
Melissa	F	22166	1974
Jason	M	54776	1974
Robert	M	37031	1974
Amy	F	32251	1975
Kimberly	F	20263	1975
Jason	M	52186	1975
John	M	35097	1975
Amy	F	31341	1976
Kimberly	F	18966	1976
Jason	M	52680	1976
Robert	M	33810	1976
Melissa	F	26886	1977
Michelle	F	19539	1977
Jason	M	55653	1977
Robert	M	34217	1977
Melissa	F	28330	1978
Angela	F	20511	1978
Jason	M	51629	1978
John	M	34037	1978
Melissa	F	34052	1979
Heather	F	20839	1979
Christopher	M	50677	1979
John	M	35434	1979
Amanda	F	35821	1980
Nicole	F	19920	1980
Christopher	M	49092	1980
Joshua	M	36060	1980
Jessica	F	42533	1981
Nicole	F	20312	1981
Christopher	M	50235	1981
James	M	38313	1981
Jessica	F	45451	1982
Stephanie	F	20857	1982
Christopher	M	59231	1982
Joshua	M	38028	1982
Jessica	F	45282	1983
Nicole	F	22399	1983
Christopher	M	59349	1983
Jason	M	35115	1983
Jessica	F	45855	1984
Nicole	F	22265	1984
Christopher	M	60029	1984
James	M	35857	1984
