Mary	F	7065	1880
Margaret	F	1578	1880
John	M	9655	1880
Frank	M	3242	1880
Mary	F	6919	1881
Minnie	F	1653	1881
John	M	8769	1881
Frank	M	2834	1881
Mary	F	8148	1882
Margaret	F	1821	1882
John	M	9557	1882
Frank	M	3176	1882
Mary	F	8012	1883
Margaret	F	1881	1883
John	M	8894	1883
Frank	M	2986	1883
Mary	F	9217	1884
Margaret	F	2142	1884
John	M	9388	1884
Frank	M	3218	1884
Mary	F	9128	1885
Minnie	F	2178	1885
John	M	8756	1885
Frank	M	3067	1885
Mary	F	9889	1886
Margaret	F	2275	1886
John	M	9026	1886
Frank	M	3127	1886
Mary	F	9888	1887
Minnie	F	2215	1887
John	M	8110	1887
Frank	M	2883	1887
Mary	F	11754	1888
Minnie	F	2654	1888
John	M	9247	1888
Frank	M	3459	1888
Mary	F	11648	1889
Minnie	F	2624	1889
John	M	8548	1889
Frank	M	2975	1889
Mary	F	12078	1890
Florence	F	2744	1890
John	M	8502	1890
Frank	M	3078	1890
Mary	F	11703	1891
Florence	F	2715	1891
John	M	7680	1891
Frank	M	2652	1891
Mary	F	13172	1892
Florence	F	3154	1892
John	M	9039	1892
Frank	M	3150	1892
Mary	F	12784	1893
Helen	F	3249	1893
John	M	8049	1893
Joseph	M	2997	1893
Mary	F	13151	1894
Ruth	F	3372	1894
John	M	8238	1894
Joseph	M	2977	1894
Mary	F	13446	1895
Ruth	F	3551	1895
John	M	8320	1895
Frank	M	3012	1895
Mary	F	13811	1896
Ethel	F	3502	1896
John	M	8138	1896
Joseph	M	3051	1896
Mary	F	13413	1897
Elizabeth	F	3442	1897
John	M	7550	1897
Joseph	M	2827	1897
Mary	F	14406	1898
Florence	F	3790	1898
John	M	8159	1898
Joseph	M	3171	1898
Mary	F	13172	1899
Florence	F	3314	1899
John	M	6990	1899
Joseph	M	2679	1899
Mary	F	16706	1900
Elizabeth	F	4096	1900
John	M	9829	1900
Robert	M	3821	1900
Mary	F	13136	1901
Elizabeth	F	3216	1901
John	M	6900	1901
Joseph	M	2766	1901
Mary	F	14486	1902
Elizabeth	F	3694	1902
John	M	7907	1902
Robert	M	3180	1902
Mary	F	14275	1903
Elizabeth	F	3723	1903
John	M	7608	1903
Joseph	M	3121	1903
Mary	F	14961	1904
Elizabeth	F	3833	1904
John	M	8108	1904
Charles	M	3406	1904
Mary	F	16067	1905
Elizabeth	F	4121	1905
John	M	8060	1905
Robert	M	3410	1905
Mary	F	16370	1906
Dorothy	F	4326	1906
John	M	8265	1906
Charles	M	3607	1906
Mary	F	17580	1907
Dorothy	F	4967	1907
John	M	8983	1907
Charles	M	3884	1907
Mary	F	18665	1908
Dorothy	F	5703	1908
John	M	9342	1908
Joseph	M	4162	1908
Mary	F	19259	1909
Anna	F	5804	1909
John	M	9591	1909
Joseph	M	4348	1909
Mary	F	22848	1910
Anna	F	6436	1910
John	M	11450	1910
Joseph	M	5228	1910
Mary	F	24390	1911
Anna	F	6753	1911
John	M	13446	1911
Joseph	M	6488	1911
Mary	F	32304	1912
Mildred	F	8764	1912
John	M	24587	1912
George	M	11734	1912
