Emma	F	2003	1880
Alice	F	1414	1880
James	M	5927	1880
Thomas	M	2534	1880
Emma	F	2034	1881
Annie	F	1326	1881
James	M	5441	1881
Henry	M	2339	1881
Emma	F	2303	1882
Alice	F	1542	1882
James	M	5892	1882
Thomas	M	2610	1882
Emma	F	2367	1883
Ida	F	1634	1883
James	M	5223	1883
Henry	M	2383	1883
Emma	F	2587	1884
Clara	F	1852	1884
James	M	5693	1884
Thomas	M	2572	1884
Emma	F	2728	1885
Bertha	F	1860	1885
James	M	5175	1885
Henry	M	2406	1885
Emma	F	2764	1886
Bertha	F	2001	1886
James	M	5355	1886
Robert	M	2443	1886
Elizabeth	F	2681	1887
Clara	F	1984	1887
James	M	4768	1887
Henry	M	2228	1887
Elizabeth	F	3224	1888
Florence	F	2444	1888
James	M	5562	1888
Robert	M	2814	1888
Elizabeth	F	3058	1889
Ethel	F	2463	1889
James	M	5020	1889
Harry	M	2559	1889
Elizabeth	F	3112	1890
Minnie	F	2650	1890
James	M	5097	1890
Robert	M	2541	1890
Margaret	F	3065	1891
Minnie	F	2428	1891
James	M	4516	1891
Robert	M	2240	1891
Elizabeth	F	3461	1892
Ethel	F	3035	1892
James	M	5398	1892
Robert	M	2710	1892
Ruth	F	3658	1893
Ethel	F	3119	1893
James	M	5030	1893
Robert	M	2563	1893
Margaret	F	3700	1894
Florence	F	3233	1894
James	M	5110	1894
Robert	M	2497	1894
Helen	F	4023	1895
Ethel	F	3391	1895
James	M	5335	1895
Robert	M	2635	1895
Helen	F	4392	1896
Florence	F	3323	1896
James	M	5207	1896
Robert	M	2719	1896
Helen	F	4519	1897
Ethel	F	3182	1897
James	M	5113	1897
Robert	M	2701	1897
Helen	F	5230	1898
Ethel	F	3531	1898
James	M	5321	1898
Frank	M	2925	1898
Helen	F	5048	1899
Marie	F	3156	1899
James	M	4597	1899
Frank	M	2550	1899
Anna	F	6114	1900
Ethel	F	3896	1900
James	M	7245	1900
Frank	M	3477	1900
Anna	F	4923	1901
Florence	F	3131	1901
James	M	4735	1901
Frank	M	2402	1901
Anna	F	5288	1902
Marie	F	3424	1902
James	M	5592	1902
Frank	M	2756	1902
Anna	F	5098	1903
Florence	F	3468	1903
James	M	5480	1903
Frank	M	2644	1903
Anna	F	5330	1904
Florence	F	3572	1904
James	M	5855	1904
Frank	M	2799	1904
Margaret	F	5690	1905
Mildred	F	3758	1905
James	M	6042	1905
Frank	M	2837	1905
Margaret	F	6096	1906
Alice	F	4192	1906
James	M	5908	1906
Frank	M	2798	1906
Margaret	F	6713	1907
Mildred	F	4277	1907
James	M	6707	1907
Frank	M	2943	1907
Margaret	F	6976	1908
Mildred	F	4624	1908
James	M	7012	1908
Frank	M	3146	1908
Margaret	F	7359	1909
Mildred	F	5054	1909
James	M	7594	1909
Frank	M	3244	1909
Margaret	F	8226	1910
Mildred	F	5692	1910
William	M	8844	1910
Frank	M	3768	1910
Margaret	F	9279	1911
Mildred	F	6271	1911
James	M	9951	1911
Frank	M	4314	1911
Dorothy	F	12645	1912
Elizabeth	F	8528	1912
James	M	17644	1912
Edward	M	7936	1912
Dorothy	F	14674	1913
Elizabeth	F	9505	1913
James	M	20832	1913
Edward	M	9474	1913
Dorothy	F	18782	1914
Elizabeth	F	11367	1914
James	M	26263	1914
Edward	M	12318	1914
Dorothy	F	25154	1915
Elizabeth	F	14103	1915
James	M	33775	1915
Edward	M	15889	1915
Dorothy	F	27417	1916
Elizabeth	F	14939	1916
James	M	35569	1916
Edward	M	17005	1916
Dorothy	F	28851	1917
Elizabeth	F	15131	1917
James	M	37339	1917
Edward	M	17502	1917
Dorothy	F	32032	1918
Frances	F	16131	1918
James	M	42118	1918
Edward	M	19489	1918
Dorothy	F	31734	1919
Elizabeth	F	15287	1919
James	M	42390	1919
Edward	M	18535	1919
Helen	F	35097	1920
Elizabeth	F	15910	1920
Robert	M	48676	1920
Edward	M	20095	1920
Helen	F	34822	1921
Betty	F	17638	1921
William	M	51860	1921
Edward	M	20818	1921
Helen	F	32508	1922
Mildred	F	16412	1922
William	M	51116	1922
Edward	M	20419	1922
Helen	F	31488	1923
Mildred	F	15990	1923
William	M	52136	1923
Edward	M	20597	1923
Helen	F	31192	1924
Mildred	F	15853	1924
William	M	53511	1924
Richard	M	21246	1924
Betty	F	32813	1925
Doris	F	16074	1925
William	M	53304	1925
Richard	M	23268	1925
Betty	F	32964	1926
Virginia	F	16162	1926
James	M	53209	1926
Joseph	M	23759	1926
Betty	F	35422	1927
Virginia	F	15725	1927
James	M	53674	1927
Donald	M	23840	1927
Dorothy	F	33731	1928
Barbara	F	14873	1928
James	M	52754	1928
George	M	24400	1928
Dorothy	F	31477	1929
Ruth	F	16019	1929
John	M	52113	1929
George	M	23017	1929
Dorothy	F	30409	1930
Joan	F	15479	1930
John	M	52434	1930
George	M	22784	1930
Dorothy	F	26524	1931
Patricia	F	16468	1931
John	M	48423	1931
George	M	20687	1931
Barbara	F	26314	1932
Helen	F	16376	1932
John	M	48617	1932
George	M	20436	1932
Barbara	F	26951	1933
Helen	F	14643	1933
John	M	46222	1933
George	M	18358	1933
Barbara	F	29234	1934
Margaret	F	15144	1934
John	M	46734	1934
George	M	18497	1934
Barbara	F	30696	1935
Margaret	F	14725	1935
John	M	47499	1935
George	M	18559	1935
Barbara	F	31682	1936
Nancy	F	16756	1936
John	M	47669	1936
Thomas	M	18339	1936
Patricia	F	26839	1937
Dorothy	F	16572	1937
John	M	48746	1937
David	M	20974	1937
Patricia	F	27556	1938
Dorothy	F	16348	1938
John	M	50519	1938
David	M	22992	1938
Patricia	F	29706	1939
Judith	F	16626	1939
John	M	51015	1939
Donald	M	24056	1939
Patricia	F	32664	1940
Linda	F	18369	1940
John	M	54779	1940
Thomas	M	23987	1940
Patricia	F	36901	1941
Nancy	F	20881	1941
John	M	57515	1941
Thomas	M	26643	1941
Patricia	F	39456	1942
Nancy	F	23325	1942
John	M	66027	1942
Thomas	M	31098	1942
Patricia	F	39625	1943
Sharon	F	24713	1943
John	M	68919	1943
Thomas	M	32865	1943
Linda	F	38412	1944
Judith	F	22430	1944
John	M	66610	1944
Thomas	M	31598	1944
Barbara	F	38276	1945
Sharon	F	20834	1945
John	M	66113	1945
Thomas	M	31869	1945
Patricia	F	46296	1946
Susan	F	28267	1946
John	M	79261	1946
Thomas	M	38867	1946
Patricia	F	51279	1947
Susan	F	31954	1947
John	M	88319	1947
Thomas	M	44835	1947
Barbara	F	46826	1948
Carol	F	28979	1948
John	M	82829	1948
Thomas	M	43778	1948
Patricia	F	46330	1949
Carol	F	26783	1949
John	M	81161	1949
Thomas	M	45202	1949
Patricia	F	47945	1950
Sandra	F	28896	1950
John	M	79424	1950
Thomas	M	45599	1950
Patricia	F	56442	1951
Karen	F	27998	1951
John	M	81574	1951
Thomas	M	48284	1951
Patricia	F	53098	1952
Karen	F	28959	1952
John	M	83138	1952
Thomas	M	48652	1952
Deborah	F	52201	1953
Nancy	F	30618	1953
Michael	M	84226	1953
Thomas	M	47005	1953
Deborah	F	54677	1954
Karen	F	32454	1954
James	M	86272	1954
Thomas	M	47158	1954
Linda	F	51288	1955
Karen	F	33218	1955
James	M	84155	1955
Thomas	M	45824	1955
Linda	F	48075	1956
Cynthia	F	32344	1956
Robert	M	83917	1956
Mark	M	48832	1956
Linda	F	44500	1957
Patricia	F	39270	1957
David	M	82349	1957
Richard	M	52401	1957
Linda	F	41899	1958
Cynthia	F	31003	1958
James	M	78713	1958
Richard	M	49942	1958
Linda	F	40403	1959
Cynthia	F	30167	1959
James	M	78606	1959
Richard	M	47169	1959
Linda	F	37311	1960
Debra	F	26739	1960
James	M	76832	1960
Richard	M	43546	1960
Susan	F	37521	1961
Cynthia	F	24378	1961
John	M	79929	1961
Richard	M	41117	1961
Susan	F	35743	1962
Cynthia	F	24021	1962
John	M	78429	1962
Richard	M	39409	1962
Susan	F	33998	1963
Lori	F	23907	1963
David	M	78467	1963
Richard	M	40786	1963
Susan	F	31515	1964
Linda	F	23633	1964
David	M	75054	1964
Richard	M	40097	1964
Karen	F	32872	1965
Linda	F	19334	1965
David	M	67852	1965
Richard	M	36849	1965
Mary	F	28884	1966
Tammy	F	18621	1966
James	M	65174	1966
Richard	M	34469	1966
Michelle	F	30826	1967
Tammy	F	18652	1967
James	M	61698	1967
Richard	M	33588	1967
Kimberly	F	31908	1968
Tammy	F	20056	1968
John	M	60929	1968
Richard	M	32987	1968
Jennifer	F	33702	1969
Mary	F	19851	1969
James	M	59915	1969
Mark	M	33394	1969
Kimberly	F	34136	1970
Tammy	F	19586	1970
David	M	61752	1970
Brian	M	31930	1970
Lisa	F	32909	1971
Tammy	F	17657	1971
David	M	53118	1971
Jason	M	34187	1971
Lisa	F	27549	1972
Stephanie	F	16885	1972
James	M	47083	1972
Brian	M	36322	1972
Michelle	F	26934	1973
Heather	F	19349	1973
Jason	M	46683	1973
Brian	M	35715	1973
Michelle	F	25828	1974
Lisa	F	19774	1974
Christopher	M	48603	1974
Brian	M	34460	1974
Heather	F	24299	1975
Lisa	F	18134	1975
Christopher	M	46592	1975
Brian	M	30608	1975
Melissa	F	25095	1976
Jessica	F	18370	1976
Christopher	M	45210	1976
Brian	M	30532	1976
Amy	F	26732	1977
Kimberly	F	18286	1977
Christopher	M	46749	1977
Brian	M	32502	1977
Jessica	F	26102	1978
Sarah	F	19977	1978
Christopher	M	47259	1978
Robert	M	33396	1978
Amanda	F	31928	1979
